MemberId,TotalLobbiesOpened,TotalPlayerCount,TotalDataUsageMB,TotalPlayTimeMinutes,AvgPlayTimeMinutes,DaysActive,UniqueIPs,AvgLobbiesPerDay,AvgPlayersPerDay,AvgDataPerDayMB
mem_cm4zek7d50akv0tu16tpl22dv436,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm517s7ca02wl0svhd9lpbrksf6f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm51duopl04yb0svhbs221vfj4a0,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm51xpf5w0dt20tu1ampm9jyd83c,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm523q50l08540tul5dqt4en10c5,0,4,0.0050,0.12,0.02,30,4,0.00,0.13,0.0002
mem_cm53rmluv05s20sul8dgo2jr3636,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm55te9ch05qv0svh0poq707vccc,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm55yhox10nmz0su131gg6bew0b8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm57ww8w303x00ro76tpt4gxvf55,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm59ymf120g690st7gja1g60m629,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5ap3okz05230ss80mw04hhg369,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5ft3hq403xc0st7c06segwq291,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5g3d12h01cj0srtazt6a7in473,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5he9lfn0rli0st46iz3e8wy5d3,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5hoka870vag0st7e87qd84vac1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5imo6eo02hq0smff2m6gohi550,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5jpf05g02g50rmf9sgc9u238ae,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5k41y0707pw0rly7x9phxlc939,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5mcujzf0e220sp0cj5dgvql9e0,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5shwq4e07oa0spudve3cb1e822,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5wls6qw00ik0squ9wwf33g71af,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm5ymvgct057e0sll7yqzcya55eb,0,1,0.0000,0.12,0.02,30,4,0.00,0.03,0.0000
mem_cm60n2px000050smj9a0ffvgo169,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm62756k906n20smk1lhac5rt170,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm64kw0n1108v0smk7su1eivt207,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6e5d3sp0t9h0ste685t13z4a8e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6ix3pxa00dv0srwbody2tp8c81,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6jkazm900el0srwc517daeacc1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6k8j4wm03dp0tpido7i5mntb0d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6l7b2rn09nf0spofs0236vtc5c,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6lh8ypr0bbc0srxgkghbllj15e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6m0p48t00590srp1ltx3yeufff,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6mnn8xw000q0spi9n538q0cd55,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6mrkyf000in0ssl6f867vgibd4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6mtxe8g03hd0sr94mcpaxtvb34,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6mypiho0goj0soq1tmcdex75bd,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6q22sms09550spo53kw3drwbe6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6qbilu809c50srghwt362h5492,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6qjl8qu0ye90soq32m710k1b07,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6qmjiyk00z70sslah882esf35d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6rblslu005y0sslax9zgxd78cc,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6rc67cq0h9c0spo1mc69354d66,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6rcedkh0b080soo6reldkqjaa3,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6tqbm7l000m0rsd2uqz2v66725,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6u7v16d01nu0su4eyxdfs4k6e6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6wptlrh00c70sow0tqu55x8087,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm6z68rte0ani0sp9atw7fz7acdc,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm71mqgcd0a9a0sqoerxmczab267,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm72dcv6p01w70rq6a3lhaoaw145,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm74stwj004260rpm1db2dyvn4ce,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm74zg2xf00tl0sm2397k0ucd5f6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm77hl86h00g30sq18sys217e555,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm77oywvs01tx0sq1fo265dpq664,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7agitly00z70sq7ev6y13gx757,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7celzf604kg0sm89ghwadak776,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7cl721f079x0sm8hd1n3uen906,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7hw7u4v00rg0ts2ax7vag2263f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7kob9vr061f0snjfrpz98n6553,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7kq62fj00db0sr1bn7w3kig2e4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7o5cf5t08ev0sqacc1jfomb2ef,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7oljcwc00bj0soq6imxg0kj489,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7os7hys0dcs0spders5drpqa53,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7qjag5j058g0tooamvk4l7c0b3,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7rfuaup022w0spl0i94f981ac3,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7sfrxns0in60rn33obu9x71bc2,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7srakyo03cj0sqmftqqa7p5d85,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7taikj9076n0sqm8x6q3kkrff8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7tn5x5r0b550sqmg46148dx2dd,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7u0wj000bzi0sq21vcn330qd39,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm7x7icmt0c4y0soz7dlwdh6ffd3,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8672uef02yu0vot4v525p1bb15,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm883mg2200vd0wq22r56bxwz2ff,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8aqtp9x00pc0wod9y5xbuuv6df,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8c81dov0ebf0wql78ip68pe479,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8dadb2t03lz0wpyhs6pc2yo872,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8eb89a500s70wo66khia4a87dd,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8fbfk3f05po0wsp45mpa4yp8f9,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8fvxuxn09gv0wp2g7dkht1l604,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8fypr4h000r0wrggo5hh93cfb4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8hcj1ld02qd0wqmdb3kgxldd3d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8jjkmjg0c9t0vshg8g5efnv2cc,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8kd71ae0gpz0wu9es5w0g6t8cf,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8ltnbsm0dj50wsn76gb2dcn33f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8ocw9u80qgs0wsh1s6y20zs73d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8sakyc02jds0wu9g86yam47f74,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8t7wet211ab0xsudkijhuuy8f8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8tctzsp0kj00wsnd1q7ej4q5fe,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8ul71wh03rx0vsucq7h375p718,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm8vve3w13awy0wu9c9xu7ef36da,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm946b2id05kj0xn15w7ve2xw18e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm95iiu7j08z00wkr5zzfabwoa05,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm95r5o8z05510wn36jby986323e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm97dujgb00sx0wqlckbqe884a09,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm97gxz1h00ij0vqh4iwvbf9abf2,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm984kobo03lo0wlt6xmc3lx8923,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm98xg0di023c0wlx8d49c9ms9b0,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm99aima100dc0wlgeonbe5uk485,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9b7xk0p01qd0xreg0y4hlrl6a6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9bbqs1k03qa0xrbdo77hsrtf7b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9cxicwy0dug0wts14me34lqa71,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9fv7fjp04lb0wsr3ldwa7rvce4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9g5ggfe067j0vo8gjje4fo8b7e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9gszhzn004n0wtg6arg8y87733,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9jgetn5017o0wo8a85b471x284,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9jq1ga306em0wr20x9i0kple00,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9lump9w01430wrgd55odwyo213,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9oc9qdz002m0wqedoxp6wwsa3b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9oopw5k00go0wpxfv29fv7me30,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9u4ejdx03kt0wpo4cgcd6u0652,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9xdbi0v04ee0wqlaww4hjdmb99,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9xpxc1q00kg0wn01mubh1wj536,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cm9y8os8w00dd0wn09ac52452198,0,1,0.0000,0.05,0.01,30,4,0.00,0.03,0.0000
mem_cma033aw303ch0wql59kid7nj36f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cma49zr4502gg0wqm904yer8wbe4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cma60s1b800250wu1apfc37f377d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cma7bukck01a80ww16b5tcj88857,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cma85quzr005g0ww13zqm5dyb357,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cma9fbnpo002w0wvj0noz97dp5c0,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmaaky8oz00e00wtgac61d9a8c21,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmab1hb2x019z0wx9dax7cd62802,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmac0ua1p038w0xnd9vv9b4p55dd,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmaccb3bs030z0wnq8wu5cdlh5ad,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmadswsgv00dj0wkta0ns9akua63,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmaeejld205uw0wndfcoaeslpdb4,0,84,0.0432,52.42,0.35,30,4,0.00,2.80,0.0014
mem_cmaf5hyxj002l0wnugrot8l31d6a,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmag9u1fg002e0wp342an05vke3f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmahely2i01ki0wksbmq4hufk127,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmail7l8d013v0xksg80ghsqu0b7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmakhfvu30sio0wpm2udzc932c8d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmal2m74l004i0wks9myp07p840e,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmali4zqv12680wpm1b1i8ipt5a4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmammkdfs03x70wpm2wg63lyo557,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cman5daiu00nw0xlv4clp6ky79c6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmaplngiv00ip0wm1bywv4icd367,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmapz6njj00gb0wobd5i406fkad8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmaq541jy00rc0wnxam4ub0ei513,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmaqwrkjs00150wnxg2sr6ggh897,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmatublvn00dp0wlz7bzoa4vr064,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmavf75yu0fe70wp08d14ftix696,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmavpro6u000s0wnxfj5q5anhe91,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmaw9o7al0mm60wp01tpc4upbba3,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmax3flnw00ay0wob6gwzcmzmcd4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmaxd281v00f20wm12jo123zwe03,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmazenha300290wobay4o4obndec,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb0ybxse00cy0wly2cqn9ps7554,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb21lryt009p0wlyfi3j5v98e5c,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb2br91x004i0wnqgzzeaddo601,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb2ep52h00dh0xnq9bb4fu194f1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb33butd006u0wma0404elod0c5,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb6ndtjc03al0wnq21hf2bbr880,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb7fcqk900fa0wneg9isc1wg1e7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb7sbw7104k60xmagr8z2r7d4e1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmb9r8kou01y70wpkbdrj2incf43,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbamotj5012c0vnq66a9a9xu8e4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbaqhb4g00850vmaeoz18iik0e1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbbelj2u003x0wpk2exybxdh7eb,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbbvr02e07y60wnx0eqy5aio6a8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbc82fah09qu0wnx1ui15yxna8b,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbe4czqv00un0wne8k2y8eyh726,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbfjdyfy01jw0vqxczn2bufo618,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbhidw5q008y0wtx03d54i2ma4a,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbhqa9vw00ng0wuf60l81y2r2c9,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbit4bpx010e0wqxabve5f7p092,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbk3ujiy018v0xud4risb03tbe7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbkimmw000lm0wuf7ae7992989a,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbn5xe6s00wa0wudbksw2t6s455,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbrtko6i03gl0wtc37ocgwxbc21,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbrzv8s50bnz0wtxemya03fada3,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbsa5twh00eb0wrr035lhldjf36,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbsuk0yt002r0xrr3bfk2a8m40d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbur4v8b00f50wp24dyh917xdb1,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbv7wpbb00at0wqjfeo1ggubf70,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbvngq2f032h0wqja7iv0axna6c,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmbw836t900370wq301spd05j00d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc002j5w08xf0wn7h5ac4abh56f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc3427yh000f0vsicsoj0eh8f81,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc3c0tsm000r0wu8fwn40ja8d22,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc3vinz5000g0wsi4ldf17os3f5,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc4j92u6009w0wu8a1cmdwmx925,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc5jqxqf000u0ws9cg912mgx489,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc5ox44300de0wrd0hb7fiz70d9,0,1,0.0010,0.02,0.02,30,4,0.00,0.03,0.0000
mem_cmc629rqi00580ws64x6q1e4w646,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc6rnphf000v0wo88rpr777yd2d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc7iol4i001i0wrd5qaahy2e61c,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmc8lqbgj004r0ws6hoya1nj40b7,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcamubkf00290wqubhep25ne8b9,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcaonn4z00dg0wt22ai7dojbcd8,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcatl2c0003j0wre3f6l7jw7789,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcawc8u600ls0vt47vq74cxl382,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcawvxyl00qt0vuifdp6a3m0a64,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcbb3gsd00jw0wp45269aqkf5ac,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcbwslmc00kl0wuigps1376dc25,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmccet2cr002z0wljhykl45qp7e9,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcdadyz300640wqegjjf0md8052,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmce5gk3801dr0wkv5ycq1y2i1c6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcejl83r002l0vm7b1e0g5y2539,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcgpyos4001d0wlw55x71yqm194,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcgtlq3g000m0wlo89ob7dpj3d2,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcgzzk0700170xlkgw0x9ongff3,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmch15wep00060wlnep0wbu2ica4,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmch6hfyl001m0wlo7rc017i4153,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmciz9isn001j0wlng3ii595c3f6,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmck5nnd300e50vnb7y0j795kd0f,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmco40g4y001d0voc2emodeg008d,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmco5bco000270wrz64rzctcba04,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcog03rs001e0vqh9hr2ga5s240,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcor1vg2000a0woccrkr37mcd50,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
mem_cmcp00hvk000a0woccqnu0d84afe,0,0,0.0000,0.00,0.00,30,4,0.00,0.00,0.0000
